Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
57	0.114320	7500	-23.561924	-2966.608183
58	0.107637	7500	-22.593187	-2989.201370
59	0.101193	7500	-21.784857	-3010.986227
60	0.094986	7500	-21.075938	-3032.062165
61	0.089014	7500	-20.263350	-3052.325515
62	0.083273	7500	-19.798854	-3072.124369
63	0.077760	7500	-19.062650	-3091.187020
64	0.072472	7500	-18.246019	-3109.433039
65	0.067406	7500	-17.518279	-3126.951318
66	0.062558	7500	-16.875372	-3143.826690
67	0.057926	7500	-15.919665	-3159.746356
68	0.053506	7500	-15.349290	-3175.095646
69	0.049295	7500	-14.686455	-3189.782101
70	0.045289	7500	-13.998977	-3203.781079
71	0.041485	7500	-13.256282	-3217.037361
72	0.037880	7500	-12.592083	-3229.629444
73	0.034469	7500	-11.918609	-3241.548053
74	0.031250	7500	-11.252059	-3252.800112
75	0.028218	7500	-10.635486	-3263.435598
76	0.025370	7500	-9.992963	-3273.428562
77	0.022702	7500	-9.388757	-3282.817318
78	0.020209	7500	-8.846858	-3291.664176
79	0.017889	7500	-8.171683	-3299.835860
80	0.015736	7500	-7.588140	-3307.424000
81	0.013746	7500	-7.087574	-3314.511575
82	0.011916	7500	-6.550241	-3321.061816
83	0.010240	7500	-6.020553	-3327.082368
84	0.008714	7500	-5.541580	-3332.623948
85	0.007334	7500	-5.016640	-3337.640588
86	0.006093	7500	-4.537790	-3342.178378
87	0.004988	7500	-4.154546	-3346.332924
88	0.004013	7500	-3.778397	-3350.111321
89	0.003162	7500	-3.438021	-3353.549343
90	0.002430	7500	-2.893527	-3356.442870
91	0.001810	7500	-2.725588	-3359.168458
92	0.001296	7500	-2.314325	-3361.482783
93	0.000882	7500	-2.045436	-3363.528218
94	0.000559	7500	-1.685673	-3365.213892
95	0.000320	7500	-1.422169	-3366.636061
96	0.000156	7500	-1.045465	-3367.681525
97	0.000057	7500	-0.768780	-3368.450305
98	0.000010	7500	-0.451287	-3368.901592
99	0.000000	7500	-0.135031	-3369.036622
Log marginal likelihood:	-3369.036622
0	0.975187	7500	-82.321828	-82.321828
1	0.950747	7500	-81.090311	-163.412139
2	0.926679	7500	-79.855613	-243.267752
3	0.902980	7500	-78.629693	-321.897445
4	0.879648	7500	-77.403973	-399.301418
5	0.856682	7500	-76.185300	-475.486718
6	0.834079	7500	-74.991686	-550.478404
7	0.811838	7500	-73.782902	-624.261306
8	0.789957	7500	-72.590999	-696.852305
9	0.768433	7500	-71.407529	-768.259834
10	0.747266	7500	-70.226867	-838.486701
11	0.726452	7500	-69.071812	-907.558513
12	0.705989	7500	-67.891905	-975.450418
13	0.685877	7500	-66.829991	-1042.280410
14	0.666112	7500	-65.772987	-1108.053396
15	0.646693	7500	-64.482743	-1172.536139
16	0.627618	7500	-63.300958	-1235.837097
17	0.608884	7500	-62.330955	-1298.168052
18	0.590490	7500	-61.124455	-1359.292507
19	0.572433	7500	-60.021948	-1419.314455
20	0.554712	7500	-58.868885	-1478.183339
21	0.537324	7500	-57.826508	-1536.009847
22	0.520268	7500	-56.883516	-1592.893363
23	0.503540	7500	-55.801257	-1648.694620
24	0.487139	7500	-54.699161	-1703.393782
25	0.471063	7500	-53.458736	-1756.852518
26	0.455310	7500	-52.464795	-1809.317313
27	0.439877	7500	-51.441272	-1860.758585
28	0.424762	7500	-50.523814	-1911.282399
29	0.409963	7500	-49.437658	-1960.720057
30	0.395478	7500	-48.343169	-2009.063226
31	0.381305	7500	-47.275675	-2056.338901
32	0.367440	7500	-46.247746	-2102.586647
33	0.353883	7500	-45.308284	-2147.894931
34	0.340630	7500	-44.472394	-2192.367325
35	0.327680	7500	-43.480978	-2235.848303
36	0.315030	7500	-42.480941	-2278.329244
37	0.302677	7500	-41.439762	-2319.769005
38	0.290619	7500	-40.495289	-2360.264295
39	0.278855	7500	-39.526011	-2399.790305
40	0.267381	7500	-38.543610	-2438.333915
41	0.256195	7500	-37.576789	-2475.910704
42	0.245294	7500	-36.622003	-2512.532707
43	0.234677	7500	-35.829103	-2548.361810
44	0.224340	7500	-34.802837	-2583.164646
45	0.214281	7500	-33.800421	-2616.965067
46	0.204498	7500	-32.876977	-2649.842044
47	0.194988	7500	-31.961112	-2681.803157
48	0.185749	7500	-31.051660	-2712.854817
49	0.176777	7500	-30.161060	-2743.015877
50	0.168070	7500	-29.275346	-2772.291223
51	0.159626	7500	-28.390282	-2800.681505
52	0.151441	7500	-27.515893	-2828.197399
53	0.143514	7500	-26.659932	-2854.857331
54	0.135841	7500	-25.806348	-2880.663679
55	0.128420	7500	-24.967262	-2905.630941
56	0.121247	7500	-24.130621	-2929.761562
57	0.114320	7500	-23.386241	-2953.147803
58	0.107637	7500	-22.670709	-2975.818512
59	0.101193	7500	-21.817106	-2997.635618
60	0.094986	7500	-21.345966	-3018.981584
61	0.089014	7500	-20.334698	-3039.316282
62	0.083273	7500	-19.635483	-3058.951764
63	0.077760	7500	-18.905867	-3077.857631
64	0.072472	7500	-18.127486	-3095.985117
65	0.067406	7500	-17.511237	-3113.496354
66	0.062558	7500	-16.816652	-3130.313006
67	0.057926	7500	-16.043814	-3146.356821
68	0.053506	7500	-15.354670	-3161.711490
69	0.049295	7500	-14.624083	-3176.335573
70	0.045289	7500	-13.921631	-3190.257204
71	0.041485	7500	-13.229719	-3203.486923
72	0.037880	7500	-12.573852	-3216.060775
73	0.034469	7500	-11.879898	-3227.940673
74	0.031250	7500	-11.223736	-3239.164410
75	0.028218	7500	-10.597952	-3249.762361
76	0.025370	7500	-9.955121	-3259.717483
77	0.022702	7500	-9.339319	-3269.056801
78	0.020209	7500	-8.764033	-3277.820834
79	0.017889	7500	-8.154177	-3285.975011
80	0.015736	7500	-7.607928	-3293.582939
81	0.013746	7500	-7.038332	-3300.621271
82	0.011916	7500	-6.506320	-3307.127591
83	0.010240	7500	-6.009793	-3313.137383
84	0.008714	7500	-5.516304	-3318.653687
85	0.007334	7500	-5.016219	-3323.669906
86	0.006093	7500	-4.564497	-3328.234403
87	0.004988	7500	-4.099917	-3332.334321
88	0.004013	7500	-3.685505	-3336.019825
89	0.003162	7500	-3.329834	-3339.349659
90	0.002430	7500	-3.036881	-3342.386541
91	0.001810	7500	-2.706835	-3345.093376
92	0.001296	7500	-2.289887	-3347.383263
93	0.000882	7500	-1.979374	-3349.362637
94	0.000559	7500	-1.663391	-3351.026028
95	0.000320	7500	-1.365588	-3352.391616
96	0.000156	7500	-1.000149	-3353.391765
97	0.000057	7500	-0.728098	-3354.119863
98	0.000010	7500	-0.423835	-3354.543698
99	0.000000	7500	-0.120514	-3354.664212
Log marginal likelihood:	-3354.664212
0	0.975187	7500	-82.904617	-82.904617
1	0.950747	7500	-81.665819	-164.570437
2	0.926679	7500	-80.489390	-245.059827
3	0.902980	7500	-79.349822	-324.409650
4	0.879648	7500	-78.059776	-402.469425
5	0.856682	7500	-77.133676	-479.603102
6	0.834079	7500	-75.789644	-555.392746
7	0.811838	7500	-74.478731	-629.871478
8	0.789957	7500	-73.420168	-703.291645
9	0.768433	7500	-72.346012	-775.637657
10	0.747266	7500	-71.187804	-846.825461
11	0.726452	7500	-69.926369	-916.751830
12	0.705989	7500	-68.763630	-985.515460
13	0.685877	7500	-67.617430	-1053.132890
14	0.666112	7500	-66.303686	-1119.436575
15	0.646693	7500	-65.307251	-1184.743827
16	0.627618	7500	-64.140454	-1248.884281
17	0.608884	7500	-63.008744	-1311.893025
18	0.590490	7500	-61.844411	-1373.737437
19	0.572433	7500	-60.702504	-1434.439940
20	0.554712	7500	-59.574306	-1494.014247
21	0.537324	7500	-58.455695	-1552.469942
22	0.520268	7500	-57.380228	-1609.850170
23	0.503540	7500	-56.274647	-1666.124817
24	0.487139	7500	-55.171925	-1721.296742
25	0.471063	7500	-54.085456	-1775.382199
26	0.455310	7500	-52.995786	-1828.377984
27	0.439877	7500	-51.921665	-1880.299649
28	0.424762	7500	-50.852351	-1931.152000
29	0.409963	7500	-49.792270	-1980.944270
30	0.395478	7500	-48.740224	-2029.684493
31	0.381305	7500	-47.692131	-2077.376624
32	0.367440	7500	-46.645618	-2124.022242
33	0.353883	7500	-45.621764	-2169.644006
34	0.340630	7500	-44.597986	-2214.241992
35	0.327680	7500	-43.578965	-2257.820958
36	0.315030	7500	-42.571893	-2300.392851
37	0.302677	7500	-41.572507	-2341.965358
38	0.290619	7500	-40.581778	-2382.547136
39	0.278855	7500	-39.594639	-2422.141775
40	0.267381	7500	-38.620724	-2460.762499
41	0.256195	7500	-37.661474	-2498.423973
42	0.245294	7500	-36.933653	-2535.357626
43	0.234677	7500	-35.951684	-2571.309310
44	0.224340	7500	-34.804391	-2606.113701
45	0.214281	7500	-33.864639	-2639.978340
46	0.204498	7500	-32.942553	-2672.920893
47	0.194988	7500	-32.023071	-2704.943964
48	0.185749	7500	-31.119523	-2736.063487
49	0.176777	7500	-30.216361	-2766.279848
50	0.168070	7500	-29.329604	-2795.609452
51	0.159626	7500	-28.441092	-2824.050544
52	0.151441	7500	-27.570121	-2851.620665
53	0.143514	7500	-26.704596	-2878.325261
54	0.135841	7500	-26.149121	-2904.474382
55	0.128420	7500	-25.359918	-2929.834300
56	0.121247	7500	-24.300431	-2954.134731
57	0.114320	7500	-23.425487	-2977.560219
58	0.107637	7500	-22.622950	-3000.183168
59	0.101193	7500	-21.742136	-3021.925305
60	0.094986	7500	-21.028408	-3042.953713
61	0.089014	7500	-20.642061	-3063.595774
62	0.083273	7500	-19.800511	-3083.396285
63	0.077760	7500	-18.822965	-3102.219250
64	0.072472	7500	-18.320293	-3120.539543
65	0.067406	7500	-17.476400	-3138.015943
66	0.062558	7500	-16.828387	-3154.844330
67	0.057926	7500	-16.091428	-3170.935758
68	0.053506	7500	-15.358518	-3186.294276
69	0.049295	7500	-14.651219	-3200.945496
70	0.045289	7500	-13.942716	-3214.888212
71	0.041485	7500	-13.262613	-3228.150824
72	0.037880	7500	-12.591000	-3240.741825
73	0.034469	7500	-11.902626	-3252.644451
74	0.031250	7500	-11.245994	-3263.890445
75	0.028218	7500	-10.611023	-3274.501467
76	0.025370	7500	-9.981239	-3284.482707
77	0.022702	7500	-9.354633	-3293.837339
78	0.020209	7500	-8.758169	-3302.595508
79	0.017889	7500	-8.183235	-3310.778744
80	0.015736	7500	-7.586832	-3318.365576
81	0.013746	7500	-7.048908	-3325.414484
82	0.011916	7500	-6.522431	-3331.936915
83	0.010240	7500	-6.018879	-3337.955795
84	0.008714	7500	-5.457932	-3343.413727
85	0.007334	7500	-5.099938	-3348.513665
86	0.006093	7500	-4.511666	-3353.025330
87	0.004988	7500	-4.100737	-3357.126068
88	0.004013	7500	-3.804693	-3360.930760
89	0.003162	7500	-3.367610	-3364.298370
90	0.002430	7500	-2.985811	-3367.284180
91	0.001810	7500	-2.677312	-3369.961493
92	0.001296	7500	-2.357713	-3372.319206
93	0.000882	7500	-2.036297	-3374.355503
94	0.000559	7500	-1.743090	-3376.098593
95	0.000320	7500	-1.371809	-3377.470402
96	0.000156	7500	-1.099387	-3378.569789
97	0.000057	7500	-0.776116	-3379.345905
98	0.000010	7500	-0.482647	-3379.828552
99	0.000000	7500	-0.113459	-3379.942011
Log marginal likelihood:	-3379.942011
0	0.975187	7500	-81.363608	-81.363608
1	0.950747	7500	-80.223018	-161.586626
2	0.926679	7500	-79.129857	-240.716482
3	0.902980	7500	-77.821499	-318.537981
4	0.879648	7500	-76.585354	-395.123336
5	0.856682	7500	-75.397437	-470.520772
6	0.834079	7500	-74.200220	-544.720992
7	0.811838	7500	-73.042582	-617.763575
8	0.789957	7500	-71.894699	-689.658274
9	0.768433	7500	-70.735643	-760.393917
10	0.747266	7500	-69.430760	-829.824677
11	0.726452	7500	-68.347184	-898.171862
12	0.705989	7500	-67.168660	-965.340522
13	0.685877	7500	-66.041328	-1031.381849
14	0.666112	7500	-64.925461	-1096.307310
15	0.646693	7500	-63.781447	-1160.088757
16	0.627618	7500	-62.656288	-1222.745045
17	0.608884	7500	-61.546310	-1284.291356
18	0.590490	7500	-60.396816	-1344.688171
19	0.572433	7500	-59.321738	-1404.009909
20	0.554712	7500	-58.224190	-1462.234099
21	0.537324	7500	-57.151544	-1519.385643
22	0.520268	7500	-56.059106	-1575.444749
23	0.503540	7500	-54.978402	-1630.423151
24	0.487139	7500	-53.919102	-1684.342253
25	0.471063	7500	-52.854100	-1737.196353
26	0.455310	7500	-51.800170	-1788.996523
27	0.439877	7500	-50.743603	-1839.740126
28	0.424762	7500	-49.698737	-1889.438863
29	0.409963	7500	-48.648785	-1938.087648
30	0.395478	7500	-47.622803	-1985.710452
31	0.381305	7500	-46.607974	-2032.318425
32	0.367440	7500	-45.602312	-2077.920738
33	0.353883	7500	-44.579834	-2122.500572
34	0.340630	7500	-43.583883	-2166.084454
35	0.327680	7500	-42.613264	-2208.697718
36	0.315030	7500	-41.619086	-2250.316804
37	0.302677	7500	-40.738544	-2291.055348
38	0.290619	7500	-39.966385	-2331.021733
39	0.278855	7500	-38.987347	-2370.009080
40	0.267381	7500	-38.017910	-2408.026990
41	0.256195	7500	-37.073775	-2445.100764
42	0.245294	7500	-36.127516	-2481.228280
43	0.234677	7500	-35.163880	-2516.392160
44	0.224340	7500	-34.260822	-2550.652982
45	0.214281	7500	-33.344194	-2583.997176
46	0.204498	7500	-32.434459	-2616.431635
47	0.194988	7500	-31.531602	-2647.963237
48	0.185749	7500	-30.610340	-2678.573577
49	0.176777	7500	-29.748022	-2708.321599
50	0.168070	7500	-28.873756	-2737.195355
51	0.159626	7500	-28.004420	-2765.199775
52	0.151441	7500	-27.150145	-2792.349920
53	0.143514	7500	-26.294751	-2818.644671
54	0.135841	7500	-25.454028	-2844.098699
55	0.128420	7500	-24.623297	-2868.721996
56	0.121247	7500	-23.840487	-2892.562483
57	0.114320	7500	-22.993885	-2915.556368
58	0.107637	7500	-22.387452	-2937.943820
59	0.101193	7500	-21.691724	-2959.635544
60	0.094986	7500	-20.727061	-2980.362605
61	0.089014	7500	-20.029233	-3000.391838
62	0.083273	7500	-19.156651	-3019.548490
63	0.077760	7500	-18.322474	-3037.870963
64	0.072472	7500	-18.077791	-3055.948754
65	0.067406	7500	-17.133579	-3073.082333
66	0.062558	7500	-16.554533	-3089.636866
67	0.057926	7500	-15.850049	-3105.486915
68	0.053506	7500	-15.153582	-3120.640497
69	0.049295	7500	-14.457666	-3135.098164
70	0.045289	7500	-13.819413	-3148.917577
71	0.041485	7500	-13.137627	-3162.055204
72	0.037880	7500	-12.468284	-3174.523488
73	0.034469	7500	-11.779472	-3186.302959
74	0.031250	7500	-11.165835	-3197.468794
75	0.028218	7500	-10.530484	-3207.999278
76	0.025370	7500	-9.912104	-3217.911382
77	0.022702	7500	-9.313679	-3227.225062
78	0.020209	7500	-8.704076	-3235.929138
79	0.017889	7500	-8.105417	-3244.034555
80	0.015736	7500	-7.580444	-3251.614999
81	0.013746	7500	-7.003901	-3258.618900
82	0.011916	7500	-6.476263	-3265.095164
83	0.010240	7500	-5.941653	-3271.036816
84	0.008714	7500	-5.477380	-3276.514196
85	0.007334	7500	-4.981748	-3281.495944
86	0.006093	7500	-4.605699	-3286.101643
87	0.004988	7500	-4.147428	-3290.249071
88	0.004013	7500	-3.793118	-3294.042189
89	0.003162	7500	-3.300038	-3297.342227
90	0.002430	7500	-3.056565	-3300.398792
91	0.001810	7500	-2.614034	-3303.012826
92	0.001296	7500	-2.312460	-3305.325286
93	0.000882	7500	-1.993355	-3307.318641
94	0.000559	7500	-1.660090	-3308.978731
95	0.000320	7500	-1.348531	-3310.327262
96	0.000156	7500	-1.057221	-3311.384483
97	0.000057	7500	-0.759658	-3312.144141
98	0.000010	7500	-0.480173	-3312.624313
99	0.000000	7500	-0.111138	-3312.735451
Log marginal likelihood:	-3312.735451
0	0.975187	7500	-81.881595	-81.881595
1	0.950747	7500	-80.646912	-162.528507
2	0.926679	7500	-79.429078	-241.957585
3	0.902980	7500	-78.211912	-320.169497
4	0.879648	7500	-76.994497	-397.163994
5	0.856682	7500	-75.789135	-472.953129
6	0.834079	7500	-74.591573	-547.544702
7	0.811838	7500	-73.563280	-621.107981
8	0.789957	7500	-72.338843	-693.446824
9	0.768433	7500	-71.087950	-764.534774
10	0.747266	7500	-69.954334	-834.489108
11	0.726452	7500	-68.872179	-903.361288
12	0.705989	7500	-67.667043	-971.028331
13	0.685877	7500	-66.561930	-1037.590261
14	0.666112	7500	-65.386728	-1102.976989
15	0.646693	7500	-64.300935	-1167.277925
16	0.627618	7500	-63.372409	-1230.650333
17	0.608884	7500	-62.244847	-1292.895180
18	0.590490	7500	-61.029443	-1353.924623
19	0.572433	7500	-60.160914	-1414.085536
20	0.554712	7500	-59.065855	-1473.151391
21	0.537324	7500	-57.930902	-1531.082294
22	0.520268	7500	-56.852532	-1587.934826
23	0.503540	7500	-55.742641	-1643.677467
24	0.487139	7500	-54.441620	-1698.119087
25	0.471063	7500	-53.541186	-1751.660273
26	0.455310	7500	-52.493988	-1804.154261
27	0.439877	7500	-51.446214	-1855.600475
28	0.424762	7500	-50.390247	-1905.990723
29	0.409963	7500	-49.338442	-1955.329164
30	0.395478	7500	-48.283683	-2003.612848
31	0.381305	7500	-47.263896	-2050.876744
32	0.367440	7500	-46.207467	-2097.084210
33	0.353883	7500	-45.207213	-2142.291423
34	0.340630	7500	-44.197487	-2186.488910
35	0.327680	7500	-43.167753	-2229.656663
36	0.315030	7500	-42.192158	-2271.848821
37	0.302677	7500	-41.201171	-2313.049992
38	0.290619	7500	-40.217292	-2353.267283
39	0.278855	7500	-39.241342	-2392.508625
40	0.267381	7500	-38.278267	-2430.786892
41	0.256195	7500	-37.313534	-2468.100426
42	0.245294	7500	-36.367302	-2504.467728
43	0.234677	7500	-35.421030	-2539.888759
44	0.224340	7500	-34.490590	-2574.379349
45	0.214281	7500	-33.564104	-2607.943453
46	0.204498	7500	-32.645847	-2640.589300
47	0.194988	7500	-31.738542	-2672.327842
48	0.185749	7500	-30.832260	-2703.160102
49	0.176777	7500	-29.949223	-2733.109325
50	0.168070	7500	-29.146901	-2762.256227
51	0.159626	7500	-28.225555	-2790.481781
52	0.151441	7500	-27.324412	-2817.806193
53	0.143514	7500	-26.473221	-2844.279414
54	0.135841	7500	-25.622704	-2869.902118
55	0.128420	7500	-24.791441	-2894.693559
56	0.121247	7500	-23.960314	-2918.653873
57	0.114320	7500	-23.145066	-2941.798938
58	0.107637	7500	-22.332261	-2964.131199
59	0.101193	7500	-21.536727	-2985.667926
60	0.094986	7500	-20.744641	-3006.412566
61	0.089014	7500	-20.064979	-3026.477545
62	0.083273	7500	-19.383194	-3045.860739
63	0.077760	7500	-18.553558	-3064.414297
64	0.072472	7500	-18.048069	-3082.462366
65	0.067406	7500	-17.499186	-3099.961553
66	0.062558	7500	-16.785011	-3116.746564
67	0.057926	7500	-16.024808	-3132.771372
68	0.053506	7500	-15.278455	-3148.049827
69	0.049295	7500	-14.593651	-3162.643479
70	0.045289	7500	-13.849728	-3176.493206
71	0.041485	7500	-13.188392	-3189.681598
72	0.037880	7500	-12.533577	-3202.215175
73	0.034469	7500	-11.866007	-3214.081183
74	0.031250	7500	-11.218084	-3225.299267
75	0.028218	7500	-10.576683	-3235.875950
76	0.025370	7500	-9.944835	-3245.820785
77	0.022702	7500	-9.326681	-3255.147466
78	0.020209	7500	-8.703403	-3263.850869
79	0.017889	7500	-8.169686	-3272.020554
80	0.015736	7500	-7.573490	-3279.594044
81	0.013746	7500	-7.009334	-3286.603379
82	0.011916	7500	-6.491133	-3293.094511
83	0.010240	7500	-5.960785	-3299.055297
84	0.008714	7500	-5.442325	-3304.497622
85	0.007334	7500	-4.986719	-3309.484342
86	0.006093	7500	-4.535581	-3314.019923
87	0.004988	7500	-4.209726	-3318.229649
88	0.004013	7500	-3.797061	-3322.026710
89	0.003162	7500	-3.333642	-3325.360352
90	0.002430	7500	-2.984503	-3328.344855
91	0.001810	7500	-2.734083	-3331.078938
92	0.001296	7500	-2.307764	-3333.386702
93	0.000882	7500	-1.928184	-3335.314886
94	0.000559	7500	-1.648550	-3336.963436
95	0.000320	7500	-1.380491	-3338.343927
96	0.000156	7500	-1.031452	-3339.375379
97	0.000057	7500	-0.743987	-3340.119366
98	0.000010	7500	-0.483978	-3340.603344
99	0.000000	7500	-0.119089	-3340.722433
Log marginal likelihood:	-3340.722433
0	0.975187	7500	-83.715977	-83.715977
1	0.950747	7500	-82.324745	-166.040722
2	0.926679	7500	-80.968631	-247.009353
3	0.902980	7500	-79.874780	-326.884133
4	0.879648	7500	-78.554328	-405.438461
5	0.856682	7500	-77.243566	-482.682027
6	0.834079	7500	-76.054887	-558.736914
7	0.811838	7500	-75.077634	-633.814548
8	0.789957	7500	-73.912355	-707.726903
9	0.768433	7500	-72.759596	-780.486499
10	0.747266	7500	-71.397836	-851.884336
11	0.726452	7500	-70.458246	-922.342581
12	0.705989	7500	-69.173441	-991.516022
13	0.685877	7500	-68.023173	-1059.539196
14	0.666112	7500	-66.844721	-1126.383916
15	0.646693	7500	-65.705887	-1192.089803
16	0.627618	7500	-64.557171	-1256.646974
17	0.608884	7500	-63.493128	-1320.140102
18	0.590490	7500	-62.236507	-1382.376608
19	0.572433	7500	-61.142623	-1443.519231
20	0.554712	7500	-59.965141	-1503.484372
21	0.537324	7500	-58.911689	-1562.396061
22	0.520268	7500	-57.807391	-1620.203453
23	0.503540	7500	-56.677961	-1676.881413
24	0.487139	7500	-55.579286	-1732.460699
25	0.471063	7500	-54.493118	-1786.953817
26	0.455310	7500	-53.400633	-1840.354450
27	0.439877	7500	-52.318952	-1892.673403
28	0.424762	7500	-51.228311	-1943.901713
29	0.409963	7500	-50.163320	-1994.065033
30	0.395478	7500	-49.106264	-2043.171298
31	0.381305	7500	-48.052370	-2091.223668
32	0.367440	7500	-46.999328	-2138.222996
33	0.353883	7500	-45.966143	-2184.189139
34	0.340630	7500	-44.935865	-2229.125004
35	0.327680	7500	-43.910747	-2273.035751
36	0.315030	7500	-42.894595	-2315.930345
37	0.302677	7500	-41.881267	-2357.811612
38	0.290619	7500	-40.886580	-2398.698192
39	0.278855	7500	-39.894026	-2438.592218
40	0.267381	7500	-38.914641	-2477.506859
41	0.256195	7500	-37.937149	-2515.444008
42	0.245294	7500	-37.018310	-2552.462318
43	0.234677	7500	-36.018872	-2588.481190
44	0.224340	7500	-35.063105	-2623.544296
45	0.214281	7500	-34.126429	-2657.670724
46	0.204498	7500	-33.191542	-2690.862266
47	0.194988	7500	-32.266866	-2723.129132
48	0.185749	7500	-31.353368	-2754.482499
49	0.176777	7500	-30.445005	-2784.927504
50	0.168070	7500	-29.550632	-2814.478137
51	0.159626	7500	-28.659892	-2843.138029
52	0.151441	7500	-27.783177	-2870.921206
53	0.143514	7500	-26.909695	-2897.830901
54	0.135841	7500	-26.053715	-2923.884616
55	0.128420	7500	-25.206897	-2949.091513
56	0.121247	7500	-24.356392	-2973.447905
57	0.114320	7500	-23.527300	-2996.975205
58	0.107637	7500	-22.704842	-3019.680046
59	0.101193	7500	-22.019736	-3041.699782
60	0.094986	7500	-21.187095	-3062.886877
61	0.089014	7500	-20.347462	-3083.234339
62	0.083273	7500	-19.521327	-3102.755666
63	0.077760	7500	-19.335985	-3122.091651
64	0.072472	7500	-18.307621	-3140.399271
65	0.067406	7500	-17.552124	-3157.951395
66	0.062558	7500	-17.115332	-3175.066727
67	0.057926	7500	-16.158281	-3191.225008
68	0.053506	7500	-15.569773	-3206.794781
69	0.049295	7500	-14.797969	-3221.592750
70	0.045289	7500	-14.163916	-3235.756666
71	0.041485	7500	-13.478331	-3249.234997
72	0.037880	7500	-12.774409	-3262.009406
73	0.034469	7500	-12.097620	-3274.107026
74	0.031250	7500	-11.444531	-3285.551557
75	0.028218	7500	-10.773304	-3296.324861
76	0.025370	7500	-10.113209	-3306.438070
77	0.022702	7500	-9.500078	-3315.938147
78	0.020209	7500	-8.918673	-3324.856820
79	0.017889	7500	-8.334670	-3333.191490
80	0.015736	7500	-7.752412	-3340.943902
81	0.013746	7500	-7.174849	-3348.118751
82	0.011916	7500	-6.615626	-3354.734377
83	0.010240	7500	-6.096960	-3360.831337
84	0.008714	7500	-5.569842	-3366.401179
85	0.007334	7500	-5.107786	-3371.508965
86	0.006093	7500	-4.681035	-3376.190000
87	0.004988	7500	-4.388214	-3380.578214
88	0.004013	7500	-3.845639	-3384.423854
89	0.003162	7500	-3.471950	-3387.895804
90	0.002430	7500	-3.017599	-3390.913403
91	0.001810	7500	-2.679149	-3393.592552
92	0.001296	7500	-2.329363	-3395.921915
93	0.000882	7500	-2.037821	-3397.959736
94	0.000559	7500	-1.684346	-3399.644082
95	0.000320	7500	-1.691411	-3401.335493
96	0.000156	7500	-1.023856	-3402.359349
97	0.000057	7500	-0.731838	-3403.091186
98	0.000010	7500	-0.478368	-3403.569554
