Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
10	0.747266	7500	-70.859016	-845.326541
11	0.726452	7500	-69.718390	-915.044931
12	0.705989	7500	-68.514136	-983.559067
13	0.685877	7500	-67.406098	-1050.965164
14	0.666112	7500	-66.194278	-1117.159442
15	0.646693	7500	-65.045825	-1182.205267
16	0.627618	7500	-63.938550	-1246.143817
17	0.608884	7500	-62.837192	-1308.981009
18	0.590490	7500	-61.644418	-1370.625427
19	0.572433	7500	-60.529238	-1431.154665
20	0.554712	7500	-59.406732	-1490.561397
21	0.537324	7500	-58.290160	-1548.851557
22	0.520268	7500	-57.184584	-1606.036141
23	0.503540	7500	-56.075957	-1662.112099
24	0.487139	7500	-54.986422	-1717.098521
25	0.471063	7500	-53.908303	-1771.006824
26	0.455310	7500	-52.819269	-1823.826093
27	0.439877	7500	-51.759357	-1875.585450
28	0.424762	7500	-50.684863	-1926.270313
29	0.409963	7500	-49.701586	-1975.971899
30	0.395478	7500	-48.752316	-2024.724215
31	0.381305	7500	-47.738494	-2072.462709
32	0.367440	7500	-46.597913	-2119.060623
33	0.353883	7500	-45.603130	-2164.663752
34	0.340630	7500	-44.695672	-2209.359424
35	0.327680	7500	-43.658607	-2253.018031
36	0.315030	7500	-42.662691	-2295.680722
37	0.302677	7500	-41.439588	-2337.120311
38	0.290619	7500	-40.642026	-2377.762337
39	0.278855	7500	-39.710479	-2417.472816
40	0.267381	7500	-38.690616	-2456.163432
41	0.256195	7500	-37.728985	-2493.892417
42	0.245294	7500	-36.760077	-2530.652494
43	0.234677	7500	-35.811974	-2566.464468
44	0.224340	7500	-34.884585	-2601.349053
45	0.214281	7500	-33.920579	-2635.269632
46	0.204498	7500	-33.009446	-2668.279078
47	0.194988	7500	-32.091111	-2700.370190
48	0.185749	7500	-31.193545	-2731.563734
49	0.176777	7500	-30.280968	-2761.844703
50	0.168070	7500	-29.383132	-2791.227834
51	0.159626	7500	-28.579593	-2819.807428
52	0.151441	7500	-27.627937	-2847.435365
53	0.143514	7500	-26.785156	-2874.220521
54	0.135841	7500	-25.911717	-2900.132238
55	0.128420	7500	-25.117844	-2925.250082
56	0.121247	7500	-24.313344	-2949.563426
57	0.114320	7500	-23.486015	-2973.049441
58	0.107637	7500	-22.691231	-2995.740673
59	0.101193	7500	-21.828711	-3017.569383
60	0.094986	7500	-21.101153	-3038.670537
61	0.089014	7500	-20.237258	-3058.907795
62	0.083273	7500	-19.526183	-3078.433978
63	0.077760	7500	-18.805042	-3097.239020
64	0.072472	7500	-18.189168	-3115.428188
65	0.067406	7500	-17.420708	-3132.848896
66	0.062558	7500	-16.722003	-3149.570899
67	0.057926	7500	-15.986970	-3165.557869
68	0.053506	7500	-15.294324	-3180.852193
69	0.049295	7500	-14.574144	-3195.426337
70	0.045289	7500	-13.872761	-3209.299098
71	0.041485	7500	-13.184916	-3222.484014
72	0.037880	7500	-12.510429	-3234.994443
73	0.034469	7500	-11.830581	-3246.825025
74	0.031250	7500	-11.193095	-3258.018119
75	0.028218	7500	-10.546477	-3268.564596
76	0.025370	7500	-9.910105	-3278.474701
77	0.022702	7500	-9.289005	-3287.763706
78	0.020209	7500	-8.690442	-3296.454148
79	0.017889	7500	-8.091476	-3304.545624
80	0.015736	7500	-7.515642	-3312.061266
81	0.013746	7500	-6.962380	-3319.023645
82	0.011916	7500	-6.402938	-3325.426584
83	0.010240	7500	-5.881359	-3331.307943
84	0.008714	7500	-5.364038	-3336.671980
85	0.007334	7500	-4.867862	-3341.539842
86	0.006093	7500	-4.387735	-3345.927577
87	0.004988	7500	-3.930389	-3349.857966
88	0.004013	7500	-3.493098	-3353.351064
89	0.003162	7500	-3.071954	-3356.423018
90	0.002430	7500	-2.689244	-3359.112262
91	0.001810	7500	-2.333864	-3361.446126
92	0.001296	7500	-2.016636	-3363.462762
93	0.000882	7500	-1.752646	-3365.215408
94	0.000559	7500	-1.573147	-3366.788555
95	0.000320	7500	-1.276046	-3368.064601
96	0.000156	7500	-0.959530	-3369.024130
97	0.000057	7500	-0.593068	-3369.617198
98	0.000010	7500	-0.285480	-3369.902679
99	0.000000	7500	-0.061847	-3369.964525
Log marginal likelihood:	-3369.964525
0	0.975187	7500	-83.665314	-83.665314
1	0.950747	7500	-82.417609	-166.082923
2	0.926679	7500	-81.216497	-247.299420
3	0.902980	7500	-80.011357	-327.310777
4	0.879648	7500	-78.612514	-405.923291
5	0.856682	7500	-77.515357	-483.438648
6	0.834079	7500	-76.349253	-559.787902
7	0.811838	7500	-75.125909	-634.913810
8	0.789957	7500	-73.927307	-708.841118
9	0.768433	7500	-72.720453	-781.561571
10	0.747266	7500	-71.525841	-853.087412
11	0.726452	7500	-70.304592	-923.392004
12	0.705989	7500	-69.146097	-992.538102
13	0.685877	7500	-67.978364	-1060.516465
14	0.666112	7500	-66.809196	-1127.325661
15	0.646693	7500	-65.625869	-1192.951530
16	0.627618	7500	-64.471848	-1257.423379
17	0.608884	7500	-63.309525	-1320.732903
18	0.590490	7500	-62.176539	-1382.909442
19	0.572433	7500	-61.034518	-1443.943959
20	0.554712	7500	-59.900448	-1503.844407
21	0.537324	7500	-58.776896	-1562.621303
22	0.520268	7500	-57.659862	-1620.281165
23	0.503540	7500	-56.541431	-1676.822596
24	0.487139	7500	-55.444650	-1732.267246
25	0.471063	7500	-54.344973	-1786.612219
26	0.455310	7500	-53.260442	-1839.872661
27	0.439877	7500	-52.179872	-1892.052532
28	0.424762	7500	-51.102257	-1943.154789
29	0.409963	7500	-50.032129	-1993.186918
30	0.395478	7500	-48.976626	-2042.163544
31	0.381305	7500	-47.923442	-2090.086986
32	0.367440	7500	-46.880068	-2136.967053
33	0.353883	7500	-45.838558	-2182.805612
34	0.340630	7500	-44.816876	-2227.622488
35	0.327680	7500	-43.796294	-2271.418782
36	0.315030	7500	-42.794608	-2314.213389
37	0.302677	7500	-41.778345	-2355.991734
38	0.290619	7500	-40.780103	-2396.771838
39	0.278855	7500	-39.791443	-2436.563281
40	0.267381	7500	-38.810901	-2475.374182
41	0.256195	7500	-37.841608	-2513.215790
42	0.245294	7500	-36.871871	-2550.087661
43	0.234677	7500	-35.916791	-2586.004452
44	0.224340	7500	-34.970794	-2620.975245
45	0.214281	7500	-34.081996	-2655.057241
46	0.204498	7500	-33.265178	-2688.322419
47	0.194988	7500	-32.217521	-2720.539940
48	0.185749	7500	-31.291779	-2751.831719
49	0.176777	7500	-30.393361	-2782.225080
50	0.168070	7500	-29.468218	-2811.693298
51	0.159626	7500	-28.582594	-2840.275892
52	0.151441	7500	-27.771323	-2868.047215
53	0.143514	7500	-26.910747	-2894.957962
54	0.135841	7500	-25.979416	-2920.937378
55	0.128420	7500	-25.275831	-2946.213209
56	0.121247	7500	-24.322696	-2970.535905
57	0.114320	7500	-23.496392	-2994.032297
58	0.107637	7500	-22.665658	-3016.697955
59	0.101193	7500	-21.836597	-3038.534552
60	0.094986	7500	-21.108135	-3059.642687
61	0.089014	7500	-20.423413	-3080.066100
62	0.083273	7500	-19.631629	-3099.697728
63	0.077760	7500	-18.910847	-3118.608575
64	0.072472	7500	-18.153372	-3136.761947
65	0.067406	7500	-17.390040	-3154.151987
66	0.062558	7500	-16.770793	-3170.922780
67	0.057926	7500	-16.069344	-3186.992123
68	0.053506	7500	-15.341473	-3202.333597
69	0.049295	7500	-14.634366	-3216.967962
70	0.045289	7500	-13.920642	-3230.888605
71	0.041485	7500	-13.239483	-3244.128088
72	0.037880	7500	-12.554291	-3256.682379
73	0.034469	7500	-11.890329	-3268.572708
74	0.031250	7500	-11.222937	-3279.795646
75	0.028218	7500	-10.572930	-3290.368576
76	0.025370	7500	-9.934882	-3300.303458
77	0.022702	7500	-9.320086	-3309.623543
78	0.020209	7500	-8.712154	-3318.335697
79	0.017889	7500	-8.114805	-3326.450502
80	0.015736	7500	-7.539686	-3333.990188
81	0.013746	7500	-6.975625	-3340.965813
82	0.011916	7500	-6.426873	-3347.392686
83	0.010240	7500	-5.890427	-3353.283114
84	0.008714	7500	-5.376096	-3358.659210
85	0.007334	7500	-4.888011	-3363.547221
86	0.006093	7500	-4.395112	-3367.942333
87	0.004988	7500	-3.939145	-3371.881479
88	0.004013	7500	-3.499274	-3375.380753
89	0.003162	7500	-3.092557	-3378.473309
90	0.002430	7500	-2.691572	-3381.164882
91	0.001810	7500	-2.340209	-3383.505091
92	0.001296	7500	-2.037137	-3385.542228
93	0.000882	7500	-1.790408	-3387.332636
94	0.000559	7500	-1.591135	-3388.923771
95	0.000320	7500	-1.299210	-3390.222982
96	0.000156	7500	-0.961742	-3391.184724
97	0.000057	7500	-0.615598	-3391.800322
98	0.000010	7500	-0.291552	-3392.091874
99	0.000000	7500	-0.064564	-3392.156438
Log marginal likelihood:	-3392.156438
0	0.975187	7500	-81.962108	-81.962108
1	0.950747	7500	-80.799441	-162.761549
2	0.926679	7500	-79.494425	-242.255975
3	0.902980	7500	-78.306272	-320.562246
4	0.879648	7500	-77.128135	-397.690381
5	0.856682	7500	-75.933946	-473.624328
6	0.834079	7500	-74.735199	-548.359526
7	0.811838	7500	-73.551376	-621.910903
8	0.789957	7500	-72.369822	-694.280725
9	0.768433	7500	-71.206477	-765.487201
10	0.747266	7500	-70.030151	-835.517352
11	0.726452	7500	-68.875733	-904.393086
12	0.705989	7500	-67.705278	-972.098364
13	0.685877	7500	-66.582568	-1038.680932
14	0.666112	7500	-65.394529	-1104.075461
15	0.646693	7500	-64.259519	-1168.334980
16	0.627618	7500	-63.170238	-1231.505217
17	0.608884	7500	-62.011964	-1293.517182
18	0.590490	7500	-60.942979	-1354.460161
19	0.572433	7500	-59.817819	-1414.277980
20	0.554712	7500	-58.709364	-1472.987344
21	0.537324	7500	-57.613512	-1530.600856
22	0.520268	7500	-56.497234	-1587.098090
23	0.503540	7500	-55.507163	-1642.605253
24	0.487139	7500	-54.458983	-1697.064236
25	0.471063	7500	-53.261528	-1750.325765
26	0.455310	7500	-52.292249	-1802.618014
27	0.439877	7500	-51.294059	-1853.912073
28	0.424762	7500	-50.200374	-1904.112447
29	0.409963	7500	-49.160541	-1953.272988
30	0.395478	7500	-48.160463	-2001.433451
31	0.381305	7500	-47.126526	-2048.559977
32	0.367440	7500	-46.084789	-2094.644766
33	0.353883	7500	-45.038863	-2139.683630
34	0.340630	7500	-44.056138	-2183.739768
35	0.327680	7500	-43.045897	-2226.785665
36	0.315030	7500	-42.050878	-2268.836543
37	0.302677	7500	-41.081831	-2309.918373
38	0.290619	7500	-40.120318	-2350.038692
39	0.278855	7500	-39.138553	-2389.177245
40	0.267381	7500	-38.177301	-2427.354546
41	0.256195	7500	-37.212042	-2464.566588
42	0.245294	7500	-36.267634	-2500.834222
43	0.234677	7500	-35.319035	-2536.153257
44	0.224340	7500	-34.397436	-2570.550693
45	0.214281	7500	-33.481815	-2604.032508
46	0.204498	7500	-32.563835	-2636.596343
47	0.194988	7500	-31.661593	-2668.257936
48	0.185749	7500	-30.755478	-2699.013414
49	0.176777	7500	-29.868957	-2728.882372
50	0.168070	7500	-28.991745	-2757.874117
51	0.159626	7500	-28.111645	-2785.985762
52	0.151441	7500	-27.259116	-2813.244879
53	0.143514	7500	-26.401402	-2839.646280
54	0.135841	7500	-25.562494	-2865.208774
55	0.128420	7500	-24.719743	-2889.928517
56	0.121247	7500	-23.920726	-2913.849244
57	0.114320	7500	-23.084563	-2936.933807
58	0.107637	7500	-22.278174	-2959.211980
59	0.101193	7500	-21.496284	-2980.708264
60	0.094986	7500	-20.706229	-3001.414493
61	0.089014	7500	-19.917222	-3021.331715
62	0.083273	7500	-19.217384	-3040.549099
63	0.077760	7500	-18.466194	-3059.015292
64	0.072472	7500	-17.759462	-3076.774755
65	0.067406	7500	-17.093855	-3093.868610
66	0.062558	7500	-16.453459	-3110.322069
67	0.057926	7500	-15.767722	-3126.089791
68	0.053506	7500	-15.044859	-3141.134650
69	0.049295	7500	-14.447821	-3155.582472
70	0.045289	7500	-13.765445	-3169.347917
71	0.041485	7500	-13.120908	-3182.468825
72	0.037880	7500	-12.424221	-3194.893046
73	0.034469	7500	-11.776785	-3206.669831
74	0.031250	7500	-11.113584	-3217.783414
75	0.028218	7500	-10.478774	-3228.262188
76	0.025370	7500	-9.851483	-3238.113671
77	0.022702	7500	-9.233475	-3247.347145
78	0.020209	7500	-8.627269	-3255.974414
79	0.017889	7500	-8.042851	-3264.017265
80	0.015736	7500	-7.470379	-3271.487644
81	0.013746	7500	-6.906574	-3278.394218
82	0.011916	7500	-6.364336	-3284.758553
83	0.010240	7500	-5.840187	-3290.598741
84	0.008714	7500	-5.331307	-3295.930047
85	0.007334	7500	-4.836514	-3300.766562
86	0.006093	7500	-4.352758	-3305.119320
87	0.004988	7500	-3.899556	-3309.018876
88	0.004013	7500	-3.464251	-3312.483127
89	0.003162	7500	-3.050897	-3315.534024
90	0.002430	7500	-2.670004	-3318.204029
91	0.001810	7500	-2.319846	-3320.523874
92	0.001296	7500	-2.007100	-3322.530974
93	0.000882	7500	-1.782482	-3324.313456
94	0.000559	7500	-1.569855	-3325.883311
95	0.000320	7500	-1.329212	-3327.212523
96	0.000156	7500	-0.983481	-3328.196005
97	0.000057	7500	-0.605830	-3328.801834
98	0.000010	7500	-0.289988	-3329.091822
99	0.000000	7500	-0.063774	-3329.155596
Log marginal likelihood:	-3329.155596
0	0.975187	7500	-82.635987	-82.635987
1	0.950747	7500	-81.398314	-164.034301
2	0.926679	7500	-80.154503	-244.188804
3	0.902980	7500	-78.930861	-323.119666
4	0.879648	7500	-77.713797	-400.833462
5	0.856682	7500	-76.498293	-477.331755
6	0.834079	7500	-75.311259	-552.643014
7	0.811838	7500	-74.083153	-626.726167
8	0.789957	7500	-72.888411	-699.614579
9	0.768433	7500	-71.695870	-771.310449
10	0.747266	7500	-70.515125	-841.825573
11	0.726452	7500	-69.360028	-911.185601
12	0.705989	7500	-68.165224	-979.350825
13	0.685877	7500	-67.016244	-1046.367069
14	0.666112	7500	-65.884847	-1112.251917
15	0.646693	7500	-64.782212	-1177.034129
16	0.627618	7500	-63.589864	-1240.623993
17	0.608884	7500	-62.485527	-1303.109520
18	0.590490	7500	-61.358268	-1364.467788
19	0.572433	7500	-60.188301	-1424.656089
20	0.554712	7500	-59.147539	-1483.803628
21	0.537324	7500	-58.013276	-1541.816904
22	0.520268	7500	-56.997465	-1598.814368
23	0.503540	7500	-55.863478	-1654.677847
24	0.487139	7500	-54.757554	-1709.435401
25	0.471063	7500	-53.727921	-1763.163322
26	0.455310	7500	-52.659678	-1815.823000
27	0.439877	7500	-51.580000	-1867.403000
28	0.424762	7500	-50.552636	-1917.955636
29	0.409963	7500	-49.461075	-1967.416711
30	0.395478	7500	-48.450556	-2015.867267
31	0.381305	7500	-47.374453	-2063.241721
32	0.367440	7500	-46.375296	-2109.617016
33	0.353883	7500	-45.336034	-2154.953050
34	0.340630	7500	-44.333858	-2199.286908
35	0.327680	7500	-43.297190	-2242.584098
36	0.315030	7500	-42.310577	-2284.894674
37	0.302677	7500	-41.331047	-2326.225722
38	0.290619	7500	-40.345775	-2366.571496
39	0.278855	7500	-39.368524	-2405.940020
40	0.267381	7500	-38.395746	-2444.335767
41	0.256195	7500	-37.442969	-2481.778736
42	0.245294	7500	-36.481025	-2518.259761
43	0.234677	7500	-35.541019	-2553.800779
44	0.224340	7500	-34.602009	-2588.402789
45	0.214281	7500	-33.676012	-2622.078800
46	0.204498	7500	-32.750701	-2654.829501
47	0.194988	7500	-31.839801	-2686.669302
48	0.185749	7500	-30.941151	-2717.610453
49	0.176777	7500	-30.045837	-2747.656291
50	0.168070	7500	-29.160523	-2776.816814
51	0.159626	7500	-28.282836	-2805.099649
52	0.151441	7500	-27.418318	-2832.517968
53	0.143514	7500	-26.558925	-2859.076893
54	0.135841	7500	-25.707035	-2884.783928
55	0.128420	7500	-24.868317	-2909.652244
56	0.121247	7500	-24.037480	-2933.689724
57	0.114320	7500	-23.218695	-2956.908419
58	0.107637	7500	-22.406098	-2979.314517
59	0.101193	7500	-21.608352	-3000.922869
60	0.094986	7500	-20.961901	-3021.884770
61	0.089014	7500	-20.088143	-3041.972914
62	0.083273	7500	-19.439750	-3061.412664
63	0.077760	7500	-18.575258	-3079.987922
64	0.072472	7500	-17.848727	-3097.836649
65	0.067406	7500	-17.179702	-3115.016351
66	0.062558	7500	-16.557124	-3131.573475
67	0.057926	7500	-15.805298	-3147.378773
68	0.053506	7500	-15.240035	-3162.618808
69	0.049295	7500	-14.505904	-3177.124713
70	0.045289	7500	-13.847586	-3190.972299
71	0.041485	7500	-13.175546	-3204.147845
72	0.037880	7500	-12.465981	-3216.613826
73	0.034469	7500	-11.835597	-3228.449423
74	0.031250	7500	-11.189106	-3239.638529
75	0.028218	7500	-10.529883	-3250.168412
76	0.025370	7500	-9.901250	-3260.069662
77	0.022702	7500	-9.284985	-3269.354647
78	0.020209	7500	-8.681454	-3278.036100
79	0.017889	7500	-8.088923	-3286.125023
80	0.015736	7500	-7.512912	-3293.637935
81	0.013746	7500	-6.951644	-3300.589578
82	0.011916	7500	-6.404385	-3306.993963
83	0.010240	7500	-5.878051	-3312.872014
84	0.008714	7500	-5.360912	-3318.232926
85	0.007334	7500	-4.866557	-3323.099483
86	0.006093	7500	-4.381832	-3327.481315
87	0.004988	7500	-3.933641	-3331.414956
88	0.004013	7500	-3.493066	-3334.908022
89	0.003162	7500	-3.066776	-3337.974798
90	0.002430	7500	-2.688194	-3340.662992
91	0.001810	7500	-2.316171	-3342.979163
92	0.001296	7500	-2.026841	-3345.006004
93	0.000882	7500	-1.772978	-3346.778982
94	0.000559	7500	-1.548532	-3348.327514
95	0.000320	7500	-1.290047	-3349.617561
96	0.000156	7500	-0.940383	-3350.557943
97	0.000057	7500	-0.606259	-3351.164202
98	0.000010	7500	-0.293240	-3351.457442
99	0.000000	7500	-0.063116	-3351.520558
Log marginal likelihood:	-3351.520558
0	0.975187	7500	-84.345616	-84.345616
1	0.950747	7500	-83.063025	-167.408641
2	0.926679	7500	-81.808504	-249.217146
3	0.902980	7500	-80.565595	-329.782741
4	0.879648	7500	-79.357821	-409.140562
5	0.856682	7500	-78.122819	-487.263381
6	0.834079	7500	-76.866910	-564.130290
7	0.811838	7500	-75.649917	-639.780207
8	0.789957	7500	-74.429016	-714.209223
9	0.768433	7500	-73.196273	-787.405496
10	0.747266	7500	-72.019316	-859.424812
11	0.726452	7500	-70.794970	-930.219782
12	0.705989	7500	-69.613579	-999.833360
13	0.685877	7500	-68.420866	-1068.254226
14	0.666112	7500	-67.246162	-1135.500388
15	0.646693	7500	-66.080779	-1201.581167
16	0.627618	7500	-64.909162	-1266.490329
17	0.608884	7500	-63.751453	-1330.241782
18	0.590490	7500	-62.577731	-1392.819512
19	0.572433	7500	-61.445739	-1454.265251
20	0.554712	7500	-60.295256	-1514.560508
21	0.537324	7500	-59.170527	-1573.731034
22	0.520268	7500	-58.045013	-1631.776048
23	0.503540	7500	-56.928595	-1688.704642
24	0.487139	7500	-55.816616	-1744.521258
25	0.471063	7500	-54.715826	-1799.237084
26	0.455310	7500	-53.615315	-1852.852400
27	0.439877	7500	-52.528553	-1905.380953
28	0.424762	7500	-51.444697	-1956.825651
29	0.409963	7500	-50.370859	-2007.196509
30	0.395478	7500	-49.304516	-2056.501025
31	0.381305	7500	-48.245837	-2104.746862
32	0.367440	7500	-47.196300	-2151.943162
33	0.353883	7500	-46.149258	-2198.092420
34	0.340630	7500	-45.115143	-2243.207563
35	0.327680	7500	-44.085851	-2287.293414
36	0.315030	7500	-43.069403	-2330.362817
37	0.302677	7500	-42.058278	-2372.421095
38	0.290619	7500	-41.054039	-2413.475134
39	0.278855	7500	-40.055781	-2453.530915
40	0.267381	7500	-39.068824	-2492.599739
41	0.256195	7500	-38.089961	-2530.689700
42	0.245294	7500	-37.120569	-2567.810270
43	0.234677	7500	-36.156737	-2603.967006
44	0.224340	7500	-35.202679	-2639.169686
45	0.214281	7500	-34.259452	-2673.429138
46	0.204498	7500	-33.320294	-2706.749432
47	0.194988	7500	-32.393570	-2739.143002
48	0.185749	7500	-31.474815	-2770.617817
49	0.176777	7500	-30.564953	-2801.182770
50	0.168070	7500	-29.665130	-2830.847900
51	0.159626	7500	-28.771261	-2859.619160
52	0.151441	7500	-27.892911	-2887.512072
53	0.143514	7500	-27.017081	-2914.529153
54	0.135841	7500	-26.154378	-2940.683531
55	0.128420	7500	-25.299649	-2965.983180
56	0.121247	7500	-24.456656	-2990.439836
57	0.114320	7500	-23.614919	-3014.054755
58	0.107637	7500	-22.794366	-3036.849121
59	0.101193	7500	-21.994126	-3058.843247
60	0.094986	7500	-21.172035	-3080.015283
61	0.089014	7500	-20.450599	-3100.465882
62	0.083273	7500	-19.593789	-3120.059671
63	0.077760	7500	-18.870854	-3138.930525
64	0.072472	7500	-18.132895	-3157.063420
65	0.067406	7500	-17.404746	-3174.468166
66	0.062558	7500	-16.766733	-3191.234899
67	0.057926	7500	-16.040202	-3207.275101
68	0.053506	7500	-15.520083	-3222.795184
69	0.049295	7500	-14.775632	-3237.570816
70	0.045289	7500	-14.004710	-3251.575526
71	0.041485	7500	-13.431440	-3265.006966
72	0.037880	7500	-12.726180	-3277.733146
73	0.034469	7500	-12.054397	-3289.787543
74	0.031250	7500	-11.403301	-3301.190844
75	0.028218	7500	-10.738087	-3311.928931
76	0.025370	7500	-10.106484	-3322.035415
77	0.022702	7500	-9.470336	-3331.505751
78	0.020209	7500	-8.851865	-3340.357616
79	0.017889	7500	-8.250607	-3348.608223
80	0.015736	7500	-7.659071	-3356.267294
81	0.013746	7500	-7.093761	-3363.361055
82	0.011916	7500	-6.530175	-3369.891229
83	0.010240	7500	-5.986999	-3375.878228
84	0.008714	7500	-5.463206	-3381.341434
85	0.007334	7500	-4.968582	-3386.310016
86	0.006093	7500	-4.474990	-3390.785005
87	0.004988	7500	-4.012496	-3394.797501
88	0.004013	7500	-3.559738	-3398.357239
89	0.003162	7500	-3.137463	-3401.494702
90	0.002430	7500	-2.736489	-3404.231191
91	0.001810	7500	-2.358623	-3406.589814
92	0.001296	7500	-2.049986	-3408.639801
93	0.000882	7500	-1.812919	-3410.452720
94	0.000559	7500	-1.561551	-3412.014271
95	0.000320	7500	-1.315719	-3413.329990
96	0.000156	7500	-0.978244	-3414.308234
97	0.000057	7500	-0.622474	-3414.930708
98	0.000010	7500	-0.293386	-3415.224094
